0,0,0.2,0.3,-0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0.05,0.199999999999889,0.350000000000121,-0.140000000000001,0.100000000000001,-0.000000000341236,0.075216517483174,-0.000000002260655,0.009375002252358,-0.000000006665162,0.00078125679726,-0.000000011886809,0.000048839590054,-0.000000012635207,0.000002454711301,-0.000000009996522,0.000000111117093,-0.000000004928447,0.000000008869556,-0.00000000204886,0.00000000206733,-0.000000000684185,0.000000000687879,-0.000000000228308,0.000000000229047,-0.000000000076152,0.0000000000763,-0.000000000025394,0.000000000025424,-0.000000000008467,0.000000000008473,-0.000000000002823,0.000000000002824,-0.000000000000942,0.000000000000942,-0.000000000000315,0.000000000000315,0.15,0.24,0.0752165,0.009375,0.000781263,4.88515e-05,2.46735e-06,1.21114e-07,1.3798e-08,4.11619e-09,1.37206e-09,4.57355e-10,1.52452e-10,5.08175e-11,1.69398e-11,5.64752e-12,1.88387e-12,6.29784e-13,2.32859e-13,1.66738e-15,6.78705e-10,4.51301e-09,1.34624e-08,2.33519e-08,2.59403e-08,1.93884e-08,1.0165e-08,4.02158e-09,1.37206e-09,4.57355e-10,1.52452e-10,5.08175e-11,1.69398e-11,5.64752e-12,1.88387e-12,6.29784e-13,
0.05,0.1,0.247581290981807,0.383306903687643,-0.167311522279602,0.060983539600573,0.049808921894555,0.137627530406969,0.005748590838495,0.030333558354823,0.000459769580691,0.004684957457764,0.000027999646344,0.000558728473762,0.000001341500458,0.000054231689757,0.000000026974236,0.000004452835702,-0.000000015414856,0.000000328949506,-0.00000000774894,0.000000027038031,-0.000000002916539,0.000000003967924,-0.000000001007421,0.00000000105957,-0.000000000338796,0.000000000341461,-0.000000000113151,0.000000000113356,-0.000000000037736,0.000000000037765,-0.000000000012583,0.000000000012589,-0.000000000004198,0.000000000004199,-0.000000000001403,0.000000000001403,0.135726,0.228295,0.0878186,0.024585,0.00422519,0.000530729,5.28902e-05,4.42586e-06,3.44364e-07,3.4787e-08,6.88446e-09,2.06699e-09,6.80257e-10,2.26506e-10,7.55017e-11,2.51719e-11,8.3965e-12,2.80588e-12,4.68049e-13,3.33892e-15,1.56966e-09,1.0811e-08,3.36087e-08,6.14149e-08,7.30034e-08,5.96114e-08,3.49312e-08,1.55982e-08,5.83118e-09,2.01558e-09,6.77969e-10,2.26401e-10,7.54941e-11,2.51708e-11,8.39627e-12,2.80585e-12,
0.1,0.15,0.290634623460714,0.413444236423021,-0.193291045899865,0.02386993442877,0.098595125876135,0.193598282829663,0.021141555823878,0.059838253582603,0.003249552142852,0.013473354667152,0.000386473312317,0.002375877695808,0.000037317842349,0.000342196640034,0.000002986006535,0.000041582754022,0.00000017785861,0.000004388535682,-0.000000004477647,0.000000418904069,-0.000000006520542,0.000000040227791,-0.000000002617645,0.000000005098375,-0.000000000916253,0.000000001083171,-0.000000000309753,0.000000000320236,-0.000000000103663,0.000000000104317,-0.000000000034598,0.000000000034646,-0.000000000011545,0.00000000001155,-0.000000000003858,0.000000000003859,0.12281,0.217161,0.0950032,0.0386967,0.0102238,0.0019894,0.000304879,3.85967e-05,4.21068e-06,4.23382e-07,4.67483e-08,7.71602e-09,1.99942e-09,6.29988e-10,2.0798e-10,6.92445e-11,2.30944e-11,7.71732e-12,6.56368e-13,4.84346e-15,2.2724e-09,1.61523e-08,5.20869e-08,9.96212e-08,1.25531e-07,1.10467e-07,7.10468e-08,3.52373e-08,1.44762e-08,5.30611e-09,1.8362e-09,6.19857e-10,2.07392e-10,6.92102e-11,2.30919e-11,7.717e-12,
0.15,0.2,0.329590889658782,0.44071362276178,-0.218003533201971,-0.011433618859951,0.145633688336289,0.243699905213436,0.043730519614089,0.094602884182203,0.009697278212621,0.027587555183331,0.001688018992216,0.006353852110109,0.000240707332343,0.001202383662265,0.000028945223848,0.000192755033669,0.000002967612164,0.000026789219865,0.000000245572265,0.000003298548348,0.000000008263769,0.000000370905246,-0.000000004019599,0.000000040818456,-0.000000001950625,0.000000005217004,-0.000000000706611,0.0000000009738,-0.000000000240945,0.000000000261275,-0.000000000080857,0.000000000082323,-0.000000000027024,0.000000000027128,-0.000000000009036,0.000000000009044,0.111123,0.20657,0.0980662,0.0508724,0.0178903,0.00466583,0.000961676,0.00016381,2.38216e-05,3.05298e-06,3.62641e-07,4.48381e-08,7.16763e-09,1.68041e-09,5.0222e-10,1.6318e-10,5.41524e-11,1.80799e-11,8.04606e-13,6.1933e-15,2.80384e-09,2.04989e-08,6.83071e-08,1.3607e-07,1.8056e-07,1.69694e-07,1.18409e-07,6.44557e-08,2.89803e-08,1.14028e-08,4.12826e-09,1.42758e-09,4.82822e-10,1.61798e-10,5.40593e-11,1.80736e-11,
0.2,0.25,0.364839976981772,0.465387983887959,-0.241510778276334,-0.045015397537611,0.190450552139569,0.288610987982528,0.071478576062757,0.13257860753905,0.020343712366978,0.046682761928596,0.004607285941568,0.013148948618368,0.000861466894419,0.003066540057299,0.000136683760047,0.000608012372221,0.000018753591717,0.000104679942969,0.000002236998989,0.000015930846049,0.000000223168669,0.000002180828931,0.00000001363156,0.000000275200885,-0.000000001937699,0.000000033706682,-0.000000001298534,0.000000004519776,-0.000000000496724,0.000000000799694,-0.000000000171823,0.000000000198424,-0.00000000005792,0.000000000060119,-0.000000000019407,0.000000000019581,0.100548,0.196495,0.0981604,0.0611,0.026339,0.00854166,0.00220507,0.000471329,8.59264e-05,1.36938e-05,1.95766e-06,2.61569e-07,3.56444e-08,5.81831e-09,1.29642e-09,3.70247e-10,1.18039e-10,3.89883e-11,9.18687e-13,7.39995e-15,3.1848e-09,2.38817e-08,8.19763e-08,1.69422e-07,2.35534e-07,2.34747e-07,1.76049e-07,1.04052e-07,5.08429e-08,2.15299e-08,8.24222e-09,2.95653e-09,1.02097e-09,3.45656e-10,1.15993e-10,3.88292e-11,
0.25,0.3,0.396734670143238,0.48771426910105,-0.263871561480017,-0.076959373542872,0.232758421376133,0.32891898600937,0.102717063704465,0.171527983062447,0.035202700322926,0.070064487255258,0.009724494606395,0.023172790359217,0.002234589672716,0.006387921902023,0.000437900467116,0.001503342679178,0.000074586702115,0.00030798597862,0.000011184637009,0.000055813582687,0.000001479164399,0.000009074265128,0.000000167068812,0.000001343054116,0.000000013156913,0.000000184762852,-0.000000000704706,0.000000024628373,-0.000000000804314,0.000000003487208,-0.000000000328822,0.000000000609432,-0.00000000011594,0.000000000143452,-0.000000000039354,0.000000000041897,0.0909796,0.186912,0.0961606,0.0688109,0.0348618,0.0134483,0.00415333,0.00106544,0.000233399,4.46289e-05,7.5951e-06,1.17599e-06,1.71606e-07,2.53331e-08,4.29152e-09,9.38253e-10,2.59392e-10,8.12514e-11,1.00377e-12,8.47418e-15,3.43722e-09,2.63735e-08,9.30147e-08,1.98809e-07,2.88351e-07,3.03044e-07,2.42382e-07,1.54146e-07,8.12779e-08,3.69722e-08,1.50376e-08,5.64616e-09,2.01049e-09,6.93191e-10,2.34847e-10,7.89501e-11,
0.3,0.35,0.425594181952516,0.507915927367589,-0.285141796418242,-0.107345423454621,0.272407656094765,0.365134766168425,0.136099522890184,0.210287494881503,0.053953887447431,0.096859651484322,0.01745306910781,0.036558038042707,0.004730856143606,0.011577751797092,0.001098745693909,0.003143535805502,0.000222602862292,0.000744980100573,0.000039887789622,0.000156410305717,0.000006377591785,0.000029464553338,0.000000909150015,0.000005038527966,0.000000112243454,0.000000792051852,0.00000001027568,0.000000116568557,-0.00000000012739,0.000000016638843,-0.000000000476504,0.000000002481314,-0.00000000020909,0.00000000043718,-0.000000000075379,0.000000000099798,0.0823217,0.177796,0.0927271,0.074188,0.0429058,0.019105,0.0068469,0.00204479,0.000522377,0.000116523,2.3087e-05,4.12938e-06,6.79808e-07,1.06293e-07,1.67662e-08,2.95782e-09,6.4627e-10,1.75177e-10,1.06434e-12,9.42602e-15,3.58247e-09,2.80696e-08,1.0149e-07,2.23741e-07,3.37375e-07,3.72132e-07,3.15436e-07,2.14264e-07,1.21122e-07,5.89751e-08,2.55077e-08,1.00777e-08,3.72898e-09,1.3199e-09,4.54455e-10,1.54142e-10,
0.35,0.4,0.451707348103807,0.526195143673523,-0.305374669757525,-0.136249528225025,0.309348770763405,0.398740311769728,0.170556367155281,0.248055726856316,0.076082655864654,0.126303356289811,0.028019579993996,0.053219961145188,0.008708979790348,0.018959449074119,0.00233004894518,0.005816200947653,0.000545568326522,0.001561687728804,0.000113311225722,0.000372150776531,0.000021091816061,0.000079643905524,0.000003539809121,0.000015467146957,0.000000534176776,0.000002752907365,0.00000007050405,0.000000454097347,0.000000007141964,0.00000007057277,0.000000000080767,0.000000010659893,-0.000000000275329,0.000000001666374,-0.000000000129441,0.000000000298936,0.0744878,0.169125,0.0893915,0.0774994,0.0502207,0.0252004,0.0102505,0.00348615,0.00101612,0.00025884,5.85521e-05,1.19273e-05,2.21873e-06,3.83593e-07,6.34308e-08,1.05791e-08,1.9417e-09,4.28376e-10,1.10429e-12,1.02649e-14,3.64036e-09,2.90752e-08,1.07569e-07,2.44027e-07,3.81405e-07,4.3978e-07,3.93008e-07,2.83407e-07,1.70768e-07,8.86391e-08,4.072e-08,1.69666e-08,6.55748e-09,2.39873e-09,8.44922e-10,2.90671e-10,
0.4,0.45,0.475335517940892,0.542734862559498,-0.324620774220047,-0.163743963171483,0.343603899141496,0.428869087248391,0.205252361478628,0.28450487129762,0.10097937612499,0.157441917666982,0.041474190592696,0.072912894084996,0.014477742029757,0.028750461831782,0.00437018059725,0.009804893605742,0.001158107798127,0.002935451976827,0.000272895972541,0.000781494614524,0.000057779038916,0.000187075192916,0.000011077902443,0.000040657646471,0.00000193086468,0.000008092842928,0.000000304638845,0.000001488129575,0.000000042337942,0.000000255362028,0.000000004610236,0.000000041518218,0.00000000012101,0.000000006577892,-0.000000000157458,0.00000000107278,0.0673993,0.160877,0.0852652,0.0792525,0.0564625,0.0314387,0.0142727,0.00543471,0.00177734,0.000508599,0.000129296,2.95797e-05,6.16198e-06,1.18349e-06,2.13024e-07,3.6908e-08,6.45688e-09,1.23024e-09,1.127e-12,1.09995e-14,3.62863e-09,2.94964e-08,1.11474e-07,2.59701e-07,4.19642e-07,5.04077e-07,4.72831e-07,3.60154e-07,2.30148e-07,1.26833e-07,6.1748e-08,2.71404e-08,1.0988e-08,4.17417e-09,1.51298e-09,5.30977e-10,
