0,0.01,3.0975957506,3.4279835494,3.6942046209,4.0008699857,-0.0008020758,0.1663621758,-0.000882695,0.1562235122,-0.0150212349,0.1585754349,0.330388,0.306665,0.167164,0.157106,0.173597,0.0048085,0.00173997,0.00160415,0.00176539,0.0300425,
0.01,0.02,3.3918633356,3.6876376236,3.3657228623,3.6999754863,0.1608328194,0.3303903868,0.1507677385,0.3547957442,0.0793070403,0.3203924647,0.295774,0.334253,0.169558,0.204028,0.241085,0.0164577,0.00738511,0.00670319,0.00751089,0.091032,
0.02,0.03,3.6303984229,3.8972825012,3.0184905785,3.3813225837,0.3144121401,0.4893951389,0.3392592505,0.5932163392,0.1481232419,0.4872538901,0.266884,0.362832,0.174983,0.253957,0.339131,0.037931,0.0198969,0.0177789,0.0202777,0.184257,
0.03,0.04,3.8071145614,4.0560947709,2.6571209208,3.0532074225,0.4550810615,0.6417868055,0.558083436,0.8683430776,0.1887857742,0.6584983299,0.24898,0.396087,0.186706,0.31026,0.469713,0.0733,0.0430618,0.0378493,0.0439657,0.311424,
0.04,0.05,3.9164224638,4.1650098745,2.2858129824,2.7245774843,0.5779059025,0.7865589593,0.7996295985,1.1770120019,0.1986614632,0.8339700552,0.248587,0.438765,0.208653,0.377382,0.635309,0.127831,0.0815865,0.0705263,0.0834298,0.474705,
0.05,0.06,3.9529145517,4.227089752,1.905827973,2.4051962868,0.6777468585,0.9235208846,1.0549950677,1.5164517996,0.1750139404,1.0141748713,0.274175,0.499368,0.245774,0.461457,0.839161,0.208686,0.141681,0.120379,0.145073,0.677002,
0.06,0.07,3.8680638824,4.2553095314,1.5208046582,2.1053565673,0.7494097635,1.0532377228,1.3142646398,1.8842425929,0.1150994689,1.2002172169,0.387246,0.584552,0.303828,0.569978,1.08512,0.324516,0.230735,0.192728,0.236516,0.921799,
0.07,0.08,3.6851743927,4.2992027772,1.1330969111,1.8362510445,0.7873777965,1.1773758129,1.5661289685,2.2789445553,0.0159487301,1.3940395268,0.614028,0.703154,0.389998,0.712816,1.37809,0.486655,0.358302,0.29426,0.367603,1.21362,
0.08,0.09,3.4156473331,4.3170214531,0.7417644634,1.6104883142,0.7854557582,1.2991193883,1.7973641621,2.7008692589,-0.1259177027,1.5987159322,0.901374,0.868724,0.513664,0.903505,1.72463,0.710611,0.537365,0.433811,0.551682,1.55861,
0.09,0.1,3.0544189938,4.3202745783,0.3446434525,1.4409476599,0.7374275682,1.4225570925,1.9940122387,3.1539051596,-0.3157340558,1.8179743421,1.26586,1.0963,0.68513,1.15989,2.13371,1.01366,0.782256,0.621096,0.803495,1.96359,
0.1,0.11,2.5946425627,4.3241582006,-0.063269529,1.3422053766,0.6349225829,1.553627316,2.1399510862,3.6391686837,-0.5699317745,2.0568875181,1.72952,1.40547,0.918705,1.49922,2.62682,1.4184,1.11171,0.868577,1.14228,2.43745,
0.11,0.12,2.0269157217,4.3481357946,-0.490349095,1.3309015624,0.4482442727,1.7042654194,2.2165505995,4.1629335745,-0.8791108531,2.3267825908,2.32122,1.82125,1.25602,1.94638,3.20589,1.9541,1.54975,1.1921,1.59268,2.99162,
0.12,0.13,1.3391226586,4.4158744864,-0.94876068,1.4260223233,0.1904739977,1.8989856855,2.2024188768,4.7353932124,-1.2493636213,2.6397218069,3.07675,2.37478,1.70851,2.53297,3.88909,2.65674,2.12642,1.6111,2.18549,3.64024,
0.13,0.14,0.5153028449,4.5561294248,-1.4547964336,1.6491278474,-0.1494427975,2.1319379523,2.0732202455,5.3706762537,-1.6881811838,2.9960502399,4.04083,3.10392,2.28138,3.29746,4.68423,3.57102,2.87832,2.14935,2.95819,4.40071,
0.14,0.15,-0.4667622294,4.8048901743,-2.0312383779,2.0266388564,-0.5856880432,2.419572336,1.7993868087,6.0893154662,-2.2054734401,3.4084987166,5.27165,4.05788,3.00526,4.28993,5.61397,4.75487,3.8533,2.83753,3.95975,5.29559,
0.15,0.16,-1.6333747889,5.2029249061,-2.7051968147,2.5876303151,-1.1342939249,2.7809598891,1.3484259735,6.9160955939,-2.8126421801,3.8916610066,6.8363,5.29283,3.91525,5.56767,6.7043,6.27485,5.10605,3.7107,5.24609,6.35074,
0.16,0.17,-3.0220321125,5.802601055,-3.5136774882,3.3953426517,-1.816730412,3.241307497,0.6793168433,7.8857848846,-3.5252608263,4.4646046688,8.82463,6.90902,5.05804,7.20647,7.98987,8.21998,6.70923,4.81537,6.8915,7.60056,
0.17,0.18,-4.6795970622,6.6657616249,-4.5155166145,4.4883051608,-2.6592732415,3.8312407756,-0.257100292,9.0428441332,-4.3626674784,5.1503903384,11.3454,9.00382,6.49051,9.29994,9.51306,10.6978,8.75278,6.20816,8.98786,9.08711,
