0,0.05,0.2,0.35,-0.14,0.1,-0.000000000001587,0.0752165172,-0.000000000009878,0.009375,-0.000000000016093,0.00078125,-0.0000000001,0.0000488282,0.15,0.24,0.0752165,0.009375,0.00078125,4.88283e-05,1.53096e-15,4.53245e-18,2.33603e-12,1.79128e-11,6.15417e-11,1.55556e-10,
0.05,0.1,0.247581291,0.3833069037,-0.1673115223,0.0609835396,0.0498089227,0.1376275296,0.005748596,0.0303335531,0.0004597868,0.0046849403,0.0000280296,0.0005586987,0.135726,0.228295,0.0878186,0.024585,0.00422515,0.000530669,3.08634e-15,9.08241e-18,4.93481e-12,3.84242e-11,1.3494e-10,3.48179e-10,
0.1,0.15,0.2906346235,0.4134442364,-0.1932910459,0.0238699344,0.0985951271,0.1935982817,0.0211415636,0.0598382458,0.0032495787,0.0134733281,0.0003865221,0.0023758292,0.12281,0.217161,0.0950032,0.0386967,0.0102237,0.00198931,4.68271e-15,1.36616e-17,7.998e-12,6.35889e-11,2.30095e-10,6.08306e-10,
0.15,0.2,0.3295908897,0.4407136228,-0.2180035332,-0.0114336189,0.1456336898,0.2436999038,0.0437305295,0.0946028742,0.0096973129,0.0275875205,0.0016880858,0.0063537855,0.111123,0.20657,0.0980662,0.0508723,0.0178902,0.0046657,6.33718e-15,1.82817e-17,1.17703e-11,9.60036e-11,3.60504e-10,9.80384e-10,
0.2,0.25,0.364839977,0.4653879839,-0.2415107783,-0.0450153975,0.1904505538,0.2886109864,0.0714785876,0.1325785959,0.0203437537,0.0466827206,0.0046073693,0.0131488655,0.100548,0.196495,0.0981604,0.0611,0.026339,0.0085415,8.06755e-15,2.29548e-17,1.65566e-11,1.38997e-10,5.43111e-10,1.52305e-09,
0.25,0.3,0.3967346701,0.4877142691,-0.2638715615,-0.0769593735,0.2327584231,0.3289189843,0.1027170765,0.1715279702,0.035202747,0.0700644406,0.0097245924,0.0231726928,0.0909796,0.186912,0.0961606,0.0688109,0.0348617,0.0134481,9.89251e-15,2.76928e-17,2.27489e-11,1.97014e-10,8.01767e-10,2.32275e-09,
0.3,0.35,0.425594182,0.5079159274,-0.2851417964,-0.1073454235,0.2724076579,0.3651347644,0.1360995365,0.2102874812,0.0539539381,0.0968596009,0.0174531789,0.0365579284,0.0823217,0.177796,0.0927271,0.0741879,0.0429057,0.0191047,1.18319e-14,3.2508e-17,3.08614e-11,2.76127e-10,1.17089e-09,3.51197e-09,
0.35,0.4,0.4517073481,0.5261951437,-0.3053746698,-0.1362495282,0.3093487726,0.3987403099,0.1705563813,0.2480557127,0.0760827092,0.126303303,0.0280196992,0.0532198421,0.0744878,0.169125,0.0893915,0.0774993,0.0502206,0.0252001,1.39068e-14,3.74129e-17,4.15636e-11,3.84405e-10,1.69686e-09,5.26801e-09,
0.4,0.45,0.4753355179,0.5427348626,-0.3246207742,-0.1637439632,0.343603901,0.4288690854,0.2052523758,0.284504857,0.1009794309,0.1574418629,0.0414743164,0.0729127684,0.0673993,0.160877,0.0852652,0.0792525,0.0564624,0.0314385,1.61399e-14,4.24202e-17,5.57441e-11,5.32921e-10,2.44597e-09,7.8557e-09,
0.45,0.5,0.4967151701,0.5577006191,-0.3429282351,-0.1898974787,0.3752451801,0.4558077502,0.2395480387,0.3191214016,0.1280077923,0.1894994042,0.0577171542,0.0952375539,0.0609854,0.153031,0.0805626,0.0795734,0.0614916,0.0375204,1.85557e-14,4.75429e-17,7.45966e-11,7.37115e-10,3.51512e-09,1.16844e-08,
